id,description,text,account_value,actor_value,frame_value,llama_classification
id_708400843998031872,"Official City of Peterborough Twitter Account.

Social media disclaimer: https://t.co/69heIaXEel",Some exciting ideas are trickling in for My Peterborough Participatory Budgeting!  Check out https://t.co/iXKKuYhQ66,Organisation,Political,Dem,NA
id_1391060831526400000,Free and freaky since 1971 #Reader50 #FreeFreaky50,"""Participatory budgeting is democracy in action."" The actual process isn't so much about the budget as it is about engaging with and listening to residents, and creating a government that reflects their wants and needs. | @delvecchiograce https://t.co/g5MHoo6cag",Organisation,Media,Dem,democracy
id_1120262061945176065,The leading journal for the study of all things #localgov for over 40 years @INLOGOV,"New in LGS: ""In participatory budgeting we trust? Fairness, tactics and (in)accessibility in participatory governance"" by Catherine Wilkinson, Jo Briggs, @drksalt, @almostjohnvines and @EgfEmma.

https://t.co/uaS9hQmzLM",Organisation,Media,Dem,democracy
id_825411467662991360,Campaigning for a new style of #participatorydemocracy through #participatorybudgeting. We make people count. Tweets by https://t.co/Af2jc8GObo,Orchards in Leeds are thriving through #ParticipatoryBudgeting. Lovely local project supported by @HelpBritBloss. https://t.co/iXbpp9o8NO https://t.co/rK8YHo5VGI,Organisation,Civil,Dem,democracy
id_920225264717746176,Director of Multimedia Operations at HPU. Retweets/likes are my own.,"Tonight @greensborocity is holding an expo for folks to learn more about participatory budget, what's on the ballot. More on @SpecNewsTriad",Individual,Citizen,Dem,democracy
id_1126792659979337729,"Tynecastle High School is a comprehensive secondary school in Edinburgh. Our ethos is founded on challenge, ambition, respect, enjoyment and success.","A huge thank you to our Student Steering Group, Parent Council, and colleagues from City of Edinburgh Council and the Scottish Government who have supported our Participatory Budgeting initiative. It was lovely to share our results with you today. https://t.co/ET4KeS5xUE",Organisation,Edu,Dem,NA
id_687253531762536448,"For Any Inquiries call: 0721 019 019, 0722 019 019, 0774 050 050",Participatory budgeting process going on in Rugi ward chief officer kangethe in attendance 500 participants https://t.co/4P1CvIx7FY,Organisation,Political,Dem,democracy
id_1063329876848099328,"Helsinki 💙 interested in communications, education, Community engagement, sustainable cities, sailing, cycling, clean tech & ed tech. Twiitit omia. 😊","What is participatory budgeting? How to take part in it? What means OmaStadi? Look no further, here we go! And it is open now. hashtag#helsinkiforyou hashtag#mycity hashtag#omastadi hashtag#participatorybudgeting https://t.co/goBjlUnymk https://t.co/2okODKyM6C",Individual,Citizen,Dem,democracy
id_933752641850572800,"CEO, @GoodCartsCo, Founder world 1st election web @edemo '94, @Ashoka Fellow, White House Champion of Change, @1RadioNews #civictech #digitaldemocracy #socent","Participatory budgeting innovations in Iceland by @citizensfndn lead the world according to @ft -  https://t.co/Al2dWcssrD

Signup for case study on digital adverts for civic outreach, idea generation webinar: https://t.co/qbHgkcuNJr

#participatorybudgeting #civictech #opengov",Individual,Edu,Dem,democracy
id_568513282245402626,The official Twitter Account for the Cambridge Community Development Department. This account is not monitored 24/7.,"RT @CambMA: Sign the Voter Pledge for Participatory Budgeting in #CambMA March 22-28. Vote on how to spend $500,000 - http://t.co/9P6dj7TYiG",Organisation,Civil,Resources,democracy
id_770643617509769217,"Virtual Program Leader/DJ/Board Chair of Farrell Benevolent Society. I believe in my community. More to follow and as always, tweets are my own.","[2/2]@vote4curran envisions plans for a Comm. Hub, Affordable Transit, and a plan for Participatory Budgeting. I support Andrew Curran.",Individual,Civil,Resources,democracy
id_715594586081636353,The Twitter home of Columbia University's School of International and Public Affairs.,"“It’s a truly transformative process for these young people,” says @hrgilman on participatory budgeting in #Boston: https://t.co/2mPWyBvQvq",Organisation,Edu,Dem,democracy
id_1323352287071424514,"a multi-disciplinary initiative working to improve access to opportunity for historically underserved and marginalized communities.

Conference: @ACMEAAMO","Anson Kahng is a PhD student in computer science at Carnegie Mellon University. In the space of civic participation, Anson has worked on liquid democracy and virtual democracy, and is now working on participatory budgeting. Check out his website: https://t.co/lmFlcIijR9",Organisation,Civil,Dem,democracy
id_1441749664496226304,La @citedesarts accueille en résidence à #Paris des artistes professionnels français et étrangers. Site du Marais et de Montmartre.,"The Auditorium of the @citedesarts is in the 2021 Participatory Budget of the City of @Paris!!! 🎉
We're counting on you to vote for project #6 Paris Centre until September 28th 🔥

☛ https://t.co/ajttLRZ4my
#citeinternationaledesarts #budgetparticipatif https://t.co/TagahxSGKf",Organisation,Civil,Dem,NA
id_891815436295208960,Former #CambMA vice mayor. Multi-modal human(ist). Our future is #green.,7/31 deadlines: submit ideas for Participatory Budgeting &amp; signatures for election ballot. I've done both. https://t.co/2LoyUQdd4Y #CambMA,Individual,Citizen,Dem,democracy
id_786012590300237826,"Some selection of verification related papers (computer science, math, optimization, control) from Arxiv and DBLP.",The Core of the Participatory Budgeting Problem https://t.co/jtskO12VSK,Organisation,Edu,Problems,problems
id_781084403850153984,"Suffering from a bout of historical inquisitivity | Cultural Policy |
Creative and Cultural Industries",Some local authorities now do participatory budgeting thus strengthening voice of communities - @verozano #ZimAltMiningIndaba,Individual,Citizen,Dem,democracy
id_1391939946743623682,A Rhode Island truth-for-change platform.,"Monday, May 10, 2021, on https://t.co/vaKbAjNpbA
* Gov McKee cries ""Deplorable!""
* The mind-bending code of transgender mandates
* Watch out for ""participatory budgeting""
* Start w/ things you can control
PLUS: The weekly conversation between @JohnDePetroshow and @JustinKatzRI https://t.co/BXTgu9MlAS",Organisation,Civil,Problems,democracy
id_864458046117957633,"NYC Councilmember, District 7. Chair of Health Committee. Democratic nominee for Manhattan Borough President. (he/él/הוא)",This year the @NYCCouncil's Participatory Budgeting program was bigger &amp; better than ever! Thanks to all who made their voice heard. #PBNYC https://t.co/nWScHrBSFI,Individual,Political,Dem,democracy
id_1112071934576082945,#BLM she/her Views are my own,"Astorians! Today is participatory budgeting day - go vote on how the community spends their money on schools, streets and other areas that benefit the community as a whole! #PBNYC",Individual,Citizen,Dem,NA
id_845387343674658818,Stephanie is a Progressive candidate for the Green Party running for 13th Ward Alderperson,"I support ""participatory budgeting,"" allowing the people of the #13thWardSTL to have a say in where their tax dollars go. #STL #stlouis https://t.co/yJJh12kcd2",Individual,Political,Dem,NA
id_1039578565279395840,Campaign Manager for @wilfredobklyn - City Council 42nd District of East BK | Proud Marine Corps #Veteran | Die-hard @nyknicks @Giants @Yankees fan 🤪,Sign up to volunteer for participatory budgeting in Astoria this year! https://t.co/b6vzCJtVtI,Individual,Civil,Dem,democracy
id_1112966648468828160,We provide #onlineengagement tools that improve the way organizations engage with their communities and stakeholders.,The demand for participatory budgeting is on the rise! Our tools gives your stakeholders and easy way to have their way on budgeting spending! https://t.co/wPMhy3LHEI #communityengagement https://t.co/NYFljFDU7u,Organisation,Civil,Dem,NA
id_1024095077474480128,"VOTE APRIL 1- 30, 2018 ON YOUR FAVORITE PROJECTS @ https://t.co/TTBTlxnKQU!

City of Vallejo program giving residents a  voice in how to spend their tax dollars!","Attend this week's Participatory Budgeting Idea Budget Assembly to learn about the City’s budget and the PB process, meet their neighbors, and share ideas to benefit Vallejo. Join PB on August  6:00 p.m. @ Artiszen Cultural Arts Center, 337 Georgia Street. #Vallejo #VallejoCa https://t.co/frF6o6SvVB",Organisation,Political,Resources,NA
id_845297142667366402,Deputy Leader & Chair of the Cultural Affairs & Libraries Committee & @NYCCouncil Member for the 26th District in Queens. He/Him/His,Voting begins tomorrow for Participatory Budgeting! Learn about the projects &amp; vote at our Project Expo @MovingImageNYC Museum from 1-4pm! https://t.co/WqeoFxfrhr,Individual,Civil,Dem,democracy
id_1409887831741317124,Jews United for Justice leads Jews in the Greater Washington & Baltimore region to pursue justice and equality.,"Baltimore needs a participatory budgeting process. But we also need elected officials to actually listen to what residents are saying. Great op-ed by JUFJ leader @drdanrichman and Rob Ferrell of @OrganizingBlack!

https://t.co/nVQgAUTddl",Organisation,Political,Dem,democracy
id_929895484268924928,// Health & Wellbeing Transformer // LifeScience //Founder Soulful Kids// ChangeAgent // #health #system #collaboration #quadrupleaim #wellbeing #Innovation,Fund My Neighbourhood is a a $40 million participatory budgeting program that gives South Australians the power to n…https://t.co/b1L6U3QYvc,Individual,Civil,Resources,democracy
id_994931316150939649,"The global coalition for democracy: Democracy International aims at strengthening democracy in the nation states, in Europe & at the global level.","This weekend at a European networking meeting in Milan organized by @MovEuropeo_IT, we are discussing the European Citizens’ Consultstions, the rule of law and rising populism, and an EU participatory budget https://t.co/3pRVbWVRc7",Organisation,Civil,Dem,democracy
id_575780292708933633,✊🏽 ¡Si Se Puede! Power is with the People 🚲 🇲🇽🇺🇸🏳️‍🌈,#District38 #SunsetPark #RedHook--Check out our latest message on Participatory Budgeting in New York City! The... http://t.co/nWcdilVOYG,Individual,Civil,Dem,NA
id_869504610276343808,Onderzoeker @Movisie | Board member @HAIMedicines | voorzitter @FramerFramed | Bestuurslid @ZidTheater & Indische Buurtmuseum | Ancien élu consulaire @AFRPB,"Scopri ""Webinar on ‘Participatory Budgeting: a tool for Inclusive Smart Cities’"" https://t.co/d0BMxYwZYo @Eventbrite",Individual,Citizen,Dem,democracy
id_1385143036548616194,"Twaweza means 'we can make it happen' in Swahili. It's a citizen-centered initiative, focusing on large-scale change in East Africa.","Governments can build trust and a more citizen-centred #democracy through participatory budgeting, social audits, citizen assemblies, and other deliberative democracy efforts.
#OpenRenewal
#DemokrasiaYetu https://t.co/JmiYrowGeE",Individual,Civil,Dem,democracy
id_582965734134976512,PfP is the public-private program that supports and champions a growing network of leaders caring and advocating for neighborhood parks and green spaces.,RT @soundviewpark: Participatory Budgeting: Your Chance to Vote for Livable Streets | Streetsblog New York City http://t.co/u75baJQYHS,Organisation,Civil,Dem,democracy
id_712989514285912066,"Afro-caribbean, Dad, Husband, NYC Council Member & Candidate for Brooklyn Borough President, He/Him | Email my team at info@reynosoforbrooklyn.com",Participatory Budgeting in District 34 would not be possible without the help of the volunteers who have been... https://t.co/g4BGTPT8ZN,Individual,Political,Dem,NA
id_984954125040353280,"We want #sustainable, collaborative communities that foster #design #resilience & #education: https://t.co/XVNLKzNv0i founders:@scherlinglaura @jeffreykasper","Vote Week is April 7th – April 15th! New York City Council - Participatory Budgeting:
https://t.co/aFUa8ZOBXU",Organisation,Civil,Dem,democracy
id_774047358711582720,"Award-winning composer and songwriter. Music for film, games & multimedia. Website: https://t.co/obFTVwLpPh Demo reel: https://t.co/9jbY0ifKm9",Thrilled to be a delegate for @CambMA Participatory Budgeting! I'm focused on Culture &amp; Community https://t.co/05kOhMR1yR #artsAdvocacy,Individual,Citizen,Justice,democracy
id_1296941713810960384,People’s Budget Birmingham is a coalition focused on giving you a say... / El Presupuesto Popular de Birmingham es una coalición centrada en darle...,"Join our Virtual Town Hall tomorrow, from 2:00-3:30 PM.

We will discuss the Mayor's proposed budget, what participatory budgeting is, and how implementing participatory budgeting in Birmingham could help empower our neighborhoods.

Register at https://t.co/ieQKVtd4Bi https://t.co/dBb8FSk93t",Organisation,Political,Dem,NA
id_1121303019792945155,IT-Consultant\\ Public Sector\\ UX Design\\ Open Source\\ E-Government\\ Verwaltungsdigitalisierung\\ OZG\\ Digital Divides\\ E-Kompetenzen\\,Today I will talk about the online participatory budgeting in Wuppertal at the 5th World Conference on Women's Studies in Bangkok-thank you @Talbeteiligung  for all your support! #WomenStudies2k19,Individual,Citizen,Dem,democracy
id_911240189972041730,"At JHU, 21CC is the hub for research, outreach and teaching related to the opportunities and challenges posed by urbanization in Baltimore and around the world.",@CaltransHQ urging local authorities to use participatory budgeting in proposal process #California #Transit #Budget https://t.co/XLR64SezdZ,Organisation,Edu,Dem,NA
id_1269954925381013506,"For young people aged 12-26 in North Ayrshire! Want to learn new skills, volunteer in your community or discover a new club? Get involved! 👉 https://t.co/6NUbkgK4ri",Voting is NOW OPEN for our @NAADP participatory budgeting event. You can read more about the shortlisted projects and vote online at https://t.co/P5qx3KQggN. #ShapingNorthAyrshire https://t.co/Es2OyeWj4P,Individual,Civil,Dem,democracy
id_579240202088103936,posh socialist. dyslexic journalist. stone skimmer. @opendemocracy editor. Abu Léa. I mostly transcribe the voices in my head. 🍉,"""I've also proposed participatory budgeting.. How about allowing local citizens to decide how their money is spent?"" @CllrJohnBarry #green15",Individual,Media,Dem,NA
id_1312382393802604549,Our members are part of a movement creating community-based solutions to local and global challenges. Enraciner le développement dans la communauté.,"This weekend, @CoopPower is hosting its Annual Climate Justice summit. Incredible line-up of speakers with conversations around decolonization, #JustTransition, participatory budgeting and more.

https://t.co/YGXAO5qNZw https://t.co/zqP032vKN7",Organisation,Civil,Dem,justice
id_1276572547711197184,The official account of the capital city of British Columbia. Not monitored 24/7. Calls for service: 250-361-0400 (24/7) or contact 911 for emergencies.,"Have a great idea to improve the lives of #yyj newcomers? 💡 Learn how to turn your idea into a successful proposal at one of our Virtual Participatory Budgeting Open House events. July 7 &amp; July 11. Register:
https://t.co/ZVEpX8Bcls #pbvic https://t.co/j2rqxkEgb0",Individual,Political,Dem,NA
id_893094564956966914,Participatory Budgeting (PB) is a democratic process that allows residents to determine how public funds are spent. The City of Greensboro adopted PB in 2015.,Check out Greensboro Participatory Budgeting July's update! #peoplepower #soGSO #transparency #democracy #PB #GSOPB #RealMoney #RealPower https://t.co/t9nwFMqWl4,Organisation,Civil,Dem,democracy
id_586340724884529152,Filipino nerd from Queens. Been told I “exude geeky competence.” Currently @72pointUS. Formerly @nydailynews. @newmarkjschool and @QC_News alum.,Participatory budgeting extends to more #Queens council districts - http://t.co/6kKFFYIr0i,Individual,Citizen,Dem,democracy
id_911380109239742465,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Participatory Budgeting Scotland: Churches are getting involved in a new effort to empower local communities
https://t.co/tnSQLcN2Dg",Organisation,Civil,Justice,democracy
id_661939860333330432,"Together we can make mental health recovery real. RTs not endorsement.

Get help now: https://t.co/Zuc2bQWoSR",New website about participatory budgeting (PB) in Scotland launched by @SCDC_Org https://t.co/6frsnMZI7v @scotgov,Organisation,Civil,Dem,democracy
id_1285401355381686273,"Metro scrub. Race and Equity reporter @CapRadioNews.
Sporadic twitter-er.
Better on email: sarah.mizestan@capradio.org",Members suggest Participatory Budgeting for Sacramento should move towards 5% of the city's overall budget,Individual,Media,Dem,NA
id_984106358738948096,"A warm, welcoming coworking community of seasoned professionals and entrepreneurs. Full-time/flex/office memberships available. Safe & social distancing ready!",Live in NYC? Make a few minutes to vote for participatory budgeting. https://t.co/PbGK5DAtlL,Organisation,Civil,Dem,democracy
id_1119924514723389440,"Communications, media, government affairs, business development exec in banking, finance, accounting, tech, Gov & ESG/CSR. Reach me at: dcolgren@colcomgroup.com",New Data-Driven Map Shows Spread of Participation in Democracy - Participatory Budgeting Project https://t.co/rOR5guOTmq,Individual,Political,Dem,democracy
id_1072908260632596480,Editorial director @MITSloan. Used to host FM Road @wmbr. Out in it.,"#CambMA participatory budget winners include water fountains in parks, gear for firefighters, repaved bike lanes, trash and recycle bin upgrades, and rain gardens. No idea what that last one is. https://t.co/bW5NkSr5NJ",Individual,Citizen,Resources,NA
id_1221930932401254400,"Urban planner, public space advocate. Also via @vpsn & @place_canada | xʷməθkʷəy̓, Sḵwx̱wú7mesh Úxwumixw & səl̓ilwətaɁɬ territory (aka Vancouver).","I’ve had the good fortune to be involved (albeit lightly) with this process via my work @CityofVancouver. It’s a great initiative, and I hope it’s the first of many more #ParticipatoryBudget initiatives in the city. https://t.co/pEv6sE9yX9",Individual,Political,Dem,democracy
id_614147533435195392,High School teacher/art/computer science/media/animation/technology/Google Innovator,@BenKallos has started Participatory Budgeting and challenges the community to vote this coming year!,Individual,Edu,Dem,democracy
id_1032750325357309952,politics of love // culture of care // practicing embodied antiracist // anti-racist democracy advocate // she/they,"This would never happen in a participatory budget:
Betsy DeVos Eyes Federal Education Grants to Put Guns in Schools

https://t.co/i8bWNixbAC

Shared from my Google feed",Individual,Citizen,Problems,democracy
id_636679131090948096,A statewide youth-powered organization bringing CA Racial & Educational Justice since 1996. See the latest reads: https://t.co/3sSAqziYYl,Developing race-conscious tools like participatory budgeting @PBproject in ESUSD are solutions to address #race in #education #raceinedu,Organisation,Political,Justice,democracy
id_712425948046630912,Building a #democracy that works for everyone and fueling progress on critical issues. Nonpartisan and nonprofit org founded by Daniel Yankelovich & Cyrus Vance,"How does civic tech, gov innovations, participatory budgeting make democracy work better for all people? #democracyreinvented",Organisation,Civil,Dem,democracy
id_738117060534751232,"Councillor District 7 @hfxgov 🇨🇦 (he/him)

""The enemy isn't conservatism. The enemy isn't liberalism. The enemy is bullshit.""

Email waye.mason@halifax.ca",Participatory Budgeting vote  underway at Central Library. Come on down and have your say! @… https://t.co/iNzL2zj5V2,Individual,Political,Dem,democracy
id_589663042868105217,"Think Big & Make An Impact Today!
running Small business..
Entrepreneur॥ Tweets personal ||","CM Arvind Kejriwal speaking to people,explaining concepts of participatory budgeting exercise http://t.co/Y0faHzO3lA",Individual,Citizen,Dem,NA
id_1023734922677297153,"Shareable is a nonprofit media outlet and action network that empowers people to share for a more resilient, equitable, and joyful world.","To better the quality of life and health outcomes for city residents  the incoming ""Partido dos Trabalhadores"" municipal government introduced participatory budgeting to Porto Alegre, beginning in 1989. https://t.co/FLrAtnZYDv",Organisation,Civil,Justice,democracy
id_702524236666171392,"NYC Council Majority Leader serving Brooklyn’s 35th District- Fort Greene, Clinton Hill, Crown Heights, Prospect Heights and Bed-Stuy. #HelloBrooklyn #Mom",District 35 Participatory Budgeting Final Projects Announced! Vote Week (March 29-April 3) https://t.co/29XODC806p https://t.co/Usg1AnT3Ql,Individual,Political,Dem,democracy
id_1101112534554329088,Co-founder @UnitedDiversity @selfhostcloud @bettermediauk @open_coop Director @platform6_coop @DevelopmentCoop #TogetherWeHaveEverything #coops #commons,"Stanford #ParticipatoryBudgeting Platform:
An #opensource platform for running online participatory budgeting elections https://t.co/IVwkQF5s4V",Individual,Citizen,Dem,democracy
id_595724737088749569,"A student-driven initiative promoting public understanding of money, finance, law, and the economy.","Menser, PBP: Participatory Budgeting is an idea that's been around awhile and has achieved success in many places, including NYC. #mmn",Organisation,Civil,Dem,democracy
id_1055766699289513985,Glaswegian | 23 | Equality Policy Manager @scotgov | Alumni @stiruni | All views mine  Dreaming of a better world         ❤🏴󠁧󠁢󠁳󠁣󠁴󠁿❤,Fabulous to meet Andy @SWAMP_Glasgow! Discussed the amazing work being done by the fabulous young people you support! Looking forward to the participatory budget event on the 12th November. https://t.co/gu0FpQh5Tw,Individual,Citizen,Dem,democracy
id_589996053904154624,"CSE,IIT Delhi","What's on Delhi's wish list ;
Participatory Budget, your area you decide. http://t.co/QoaBWXoUOz",Organisation,Citizen,Dem,democracy
id_1119296973906087936,Tweeting about children & young people's engagement in governance. #youth #participation #democracy. Research Fellow @ici_nyc @Amplify_App @cergNYC @GC_CUNY,Your voice counts! Youth voices count! #pb #youthparticipation Participatory budgeting “broadened my view of democracy and it made me feel that my voice actually does count.” https://t.co/bsLNoH2JKV,Individual,Civil,Dem,democracy
id_1346099609442144257,"An e-democracy platform that connects local governments with their communities. Learn more: https://t.co/rP8slIGJwz

@citizenlabfr l @citizenlabnl l @citizenlab_es","""It has incredible potential for the city, not just for civic engagement, but for participatory budgeting, asset mapping and organizing volunteers""
📣 @ChloeEudalyPDX speaks about CitizenLab and her experience as commissioner of @CityPortland on @OPB.
https://t.co/A4Bc6MyNHh",Organisation,Political,Dem,NA
id_1036646605020176384,Our vision is to create a North Ayrshire that is Fair for All. See our plan ➡️https://t.co/BOQSBcafdr Monitored 8am-9pm weekdays & 10am-6pm weekends.,"Drop in to Fairlie Community Centre tomorrow &amp; learn about the North Coast Locality PB Event! Individuals &amp; groups from Cumbrae, Fairlie, Largs, Skelmorlie &amp; West Kilbride can bid for up to £1,200 funding to benefit the community: https://t.co/BZmE0don7o #ShapingNorthAyrshire https://t.co/I08rzYMZp9",Organisation,Civil,Dem,NA
id_1337759288165617664,We help organisations build social capital and develop active citizens in their communities. Love working in communities across the UK to highlight strength.,"Inspector Scott Robson - ""The power of participatory budgeting, enabling the community to determine how public money is spent.... the community told us that activities for women and children would help to build community cohesion, social networks and increase community safety"". https://t.co/CmSNFx6YQY",Organisation,Civil,Dem,NA
id_1400122322128760833,"Justin, publisher, https://t.co/Kk03h6tEyJ -- DM or @ for breaking news or txt/call (206) 399-5959",Office of Civil Rights to move forward on shaping Participatory Budgeting in Seattle https://t.co/bQnd2V0kMV,Individual,Media,Dem,democracy
id_806427653502857216,"Democratie werkt niet vanzelf.
Partij kiezen helpt.
Mijn keuze: 🌹",Portugal Announces World’s First Nationwide Participatory Budgeting Project (via @Shareable) https://t.co/UAg6M0e8VW,Individual,Political,Dem,democracy
id_838705011169312768,Campaigning for a new style of #participatorydemocracy through #participatorybudgeting. We make people count. Tweets by https://t.co/Af2jc8GObo,Could Trusts and Foundations use #participatorybudgeting to empower Scottish citizens #pbscot. Join @BIGScotland at https://t.co/fFHI4nP23A,Organisation,Civil,Dem,democracy
id_1126042618998214656,Convinced Cooperative Learning solves most of the problems presented on EduTwitter. Hates social media. Loves conversation. Knows he must do better.,"@sputniksteve Good morning, I'm rather desparate for a ticket at #curriculumEd2019, how do I get on that list? (PS: Curious about how social action can drive T&amp;L in the new framework? join the #PBinSchoolsUK conversation in Bham on 20 May. https://t.co/v8eyQ7nWu4)",Individual,Citizen,Justice,NA
id_1108359616096862208,"Local news site covering Sunnyside, Queens. An Outerboro Media publication. Also follow @queenspost.","Participatory Budgeting Ballot Items Revealed, Projects Focus On Schools and Public Housing
https://t.co/OI7jAe69TD",Organisation,Media,Resources,democracy
id_996401062587392001,Official Twitter page of Government Technology magazine. Solving problems in state and local government through the smart use of technology.,Is participatory budgeting the answer to cities’ biggest questions? https://t.co/qWGb0bHHpj #localgov #govtech #futurestructure,Individual,Media,Dem,democracy
id_616584277946306560,Tweets with latest #jobs #offers in #NewYork !!,"#Job #NY Participatory Budgeting Swells, and so do Questions About Impact: The experiment in direct democracy ... http://t.co/p1gWlZrFAs",Organisation,Media,Dem,democracy
id_580096792316014592,"Personal Account. To follow my City Councillor Twitter, visit @Marc_C_McGovern.",I just voted in the Participatory Budget process. Quick and easy! #CambMA http://t.co/sxTWpu1e6k,Individual,Political,Dem,democracy
id_581634062093275137,"Berniecrat, doctoral candidate, social justice activist, Christian",@PB_NYC I support Participatory Budgeting. Take survey and win http://t.co/l3MouiJypX,Individual,Citizen,Dem,democracy
id_848240478478794752,Equality New York (EQNY) is a statewide advocacy organization working to advance equality and justice for LGBTQI New Yorkers and their families.,"Today is last day to vote in NYC's participatory budgeting. Vote online! LGBTQI folks, be heard in your community! https://t.co/5qV0yaQ2Pv",Organisation,Civil,Dem,democracy
id_1113841700391276544,"Non-partisan, non-profit project created to be a central location for information about NYC Elections. RT's and links do not imply endorsements.","It is NYC Participatory Budgeting Vote Week! Voting runs from March 30 - April 7.
To find out more about the PBNYC process, visit https://t.co/TskjI2y7iz. To cast your vote, visit: https://t.co/NyhDz9b2Ot.
#PBNYC https://t.co/mSmwxS5A1i",Organisation,Civil,Dem,democracy
id_985813155786973184,"Pan African Feminist, SRHR Advocate,Gender Justice,Activist .
Board member .Amnesty Kenya YWLI &We Effect EA.
Lobbyist for change Award winner 2016",Cities For Girls:Guideline For Feminist Development .we need Gender Participatory Budgeting all over the world #GenderEqualWorld .@SwedeninKE @cghrdkenya @AWID https://t.co/Z4RZxioVTa,Individual,Citizen,Justice,democracy
id_951453993447886848,"Nonprofit organization that empowers people to decide together how to spend public money, via #ParticipatoryBudgeting. RT ≠ endorsement.","Participatory Budgeting for County Budgets - Merced shows that leadership isn't always smooth but it's worth it
https://t.co/PcMEe6JdTy",Organisation,Civil,Dem,democracy
id_1366774463497449475,"Independent, local news and analysis from Seattle.",What’s Next for Participatory Budgeting in Seattle https://t.co/FvGoVUUabI,Organisation,Media,Dem,democracy
id_665590708447739904,"news and thoughts about organizing, development, gentrification, housing, politics, events, and neighborhood gossip on the NW Side of Chicago.","Participatory budgeting in your neighborhood if you live north of Armitage, west of Pulaski in the31,35,35th Wards. https://t.co/KFjvztHq44",Organisation,Citizen,Dem,NA
id_601402500990767104,"A warm, welcoming coworking community of seasoned professionals and entrepreneurs. Full-time/flex/office memberships available. Safe & social distancing ready!",Participatory Budgeting Will Fund 21 Livable Streets Projects. Including one in Carroll Gardens. http://t.co/BWLerzYgLW,Organisation,Civil,Resources,democracy
id_703033103472857088,"Official site for the City of San Jose, CA -- America's 10th largest city. Tweeting news, information, and events to connect community with local government.","#SanJose residents, @sliccardo wants your input. Join online participatory budgeting forums 2/25-26 https://t.co/dWjaU2iCh3",Organisation,Media,Dem,democracy
id_728324223924604929,"Passionate about law & cities, @AllardLaw prof, ruthless board game player. Trying to raise two good humans.",Debating democratic innovation thru participatory budgeting @imfgtoronto with @joshalerner &amp; @shelleycarroll https://t.co/UH5Mf1riAY,Individual,Citizen,Dem,democracy
id_710942964546023424,FitLot is a nonprofit organization committed to helping communities throughout the country find the resources they need to build & program outdoor fitness parks,"NYC Friends of FitLot, you can help bring outdoor fitness parks to your community through Participatory Budgeting... https://t.co/4MyZ4GCiNA",Organisation,Civil,Resources,democracy
id_1103286646206840835,"Fire the bosses, free the land, elect ourselves! A network of 200+ organizations building the solidarity economy movement in the United States: https://t.co/AvxzIQzgEZ","Fire the bosses. Free the land. Elect ourselves! Check out the NEC Resource Library with 120+ resources from worker cooperatives, to community land trusts and participatory budgeting: https://t.co/xXlAp7F3iw https://t.co/hJHYbOkpCE",Organisation,Civil,Dem,NA
id_812424336757772288,The official account of the capital city of British Columbia. Not monitored 24/7. Calls for service: 250-361-0400 (24/7) or contact 911 for emergencies.,Participatory Budgeting. It’s picking up steam across the world. Learn why https://t.co/BUm8btMDyC https://t.co/2Mn4fJojpd #youdecide #pbvic,Organisation,Political,Dem,democracy
id_1151890380000047105,Eco-féministe engagée avec @WECF_INT et @WECF_FR pour #droitsdesfemmes #egalite #environment #justice #climat Tweets en mon nom,"Ensure gender-responsive, participatory budgeting systems in public, private and donor agencies #feministdemand #HLPF2019 https://t.co/ItSXw6D0cZ",Organisation,Political,Justice,NA
id_788529104286912512,"Lover of sustainable infrastructure, clean energy, urban renewal and major projects. Aussie in London.","Participatory budgeting increases understanding of government, leadership, voting, contracts, spending @Shari_Davis1 #engagefuture",Individual,Citizen,Dem,democracy
id_1053400614313455616,"The Central Library is an integral part of the educational environment at Central High School in downtown Phoenix, AZ.",Participatory Budgeting: We hosted all campus leaders in charge of PB on their campuses. It’s a great chance to get students involved in a democratic process in which they decide how to spend part of a public budget! #democracy #participatorybudgeting #bobcatnation #UnitED https://t.co/y8Hvaxch4I,Organisation,Edu,Dem,democracy
id_791646141418967040,Strengthening the Flatbush community since 1975. Link to our most recent newsletter below!,FDC hosting a Participatory Budgeting assembly for Jumaanes Williams and district 45 @JumaaneWilliams @AnthonyFinkel https://t.co/6i34WQaXAR,Organisation,Civil,Dem,democracy
id_588848397475385344,"Curating the best media feeds in Queens. Part of the 400-city The Breaking News Network, the largest community news network supporting the social good",Beachcomber: Vote now on how to spend $1 million in Participatory Budgeting funds from Councilman Eric… http://t.co/tucUhsCVBF,Organisation,Media,Resources,NA
id_1058085912255578113,"Born in Concepción-city, Chile. Sports&Media enthusiast. Separated LDS Christian. Informático UDEC. RT ≠ endorsement",Ask A Reporter: What Ever Happened To My Participatory Budgeting Project? https://t.co/fsasTDZO7d,Individual,Citizen,Problems,democracy
id_889769772019220481,"Writer; founder, world's first diplomatic advisory group @IDiplomat; subject of @anarchistfilm; @TheGreenParty spokesperson for global solidarity",Participatory Budgeting Is Music To Medellin's Poor https://t.co/ABEbPvpO8K,Individual,Media,Justice,democracy
