user_id,marital,age,race,rincome,partyid,relig,tvhours,timestamp
id_300,Married,32,White,$25000 or more,Not str democrat,Catholic,3,2000-11-06T02:25:20Z
id_301,Never married,38,Black,Less than 10000,Strong democrat,Other,6,2000-10-31T21:11:40Z
id_302,Never married,19,Black,Less than 10000,Strong democrat,Catholic,8,2000-01-22T04:19:04Z
id_303,Never married,27,Other,$25000 or more,Independent,None,2,2000-10-29T20:48:00Z
id_304,Never married,23,White,Less than 10000,Independent,None,2,2000-10-11T16:27:10Z
id_305,Married,41,White,Less than 10000,Not str republican,Catholic,1,2000-09-05T08:33:49Z
id_306,Married,51,White,$25000 or more,Not str republican,Catholic,2,2000-07-12T17:48:22Z
id_307,Married,37,White,$25000 or more,Not str republican,Catholic,2,2000-03-16T01:23:01Z
id_308,Married,51,White,$25000 or more,Not str democrat,Protestant,1,2000-01-21T17:39:02Z
id_309,Never married,52,White,$25000 or more,Strong republican,Catholic,0,2000-07-02T07:52:48Z
id_310,Married,35,White,Less than 10000,Not str republican,Catholic,1,2000-07-16T21:47:24Z
id_311,Never married,37,Black,$20000 - 24999,Strong democrat,Protestant,0,2000-06-09T07:37:07Z
id_312,Divorced,28,Other,Less than 10000,Not str republican,Catholic,2,2000-07-06T19:06:40Z
id_313,Widowed,72,White,Less than 10000,Not str democrat,Catholic,4,2000-10-05T18:55:41Z
id_314,Never married,23,White,$15000 - 19999,Independent,None,1,2000-02-07T23:15:27Z
id_315,Separated,62,Black,$15000 - 19999,Strong democrat,Protestant,1,2000-05-27T13:54:01Z
id_316,Never married,42,White,$20000 - 24999,Not str democrat,Catholic,4,2000-11-07T13:23:18Z
id_317,Divorced,40,White,$25000 or more,Not str democrat,Catholic,3,2000-11-19T14:21:07Z
id_318,Married,39,White,$25000 or more,Independent,None,1,2000-04-14T17:52:34Z
id_319,Divorced,46,Black,Less than 10000,Independent,Protestant,4,2000-05-27T06:53:58Z
id_320,Never married,18,White,Less than 10000,Independent,Catholic,4,2000-11-27T08:22:01Z
id_321,Married,46,Black,$15000 - 19999,Strong democrat,Protestant,2,2000-11-26T04:56:34Z
id_322,Married,80,White,Less than 10000,Strong democrat,Catholic,4,2000-05-06T00:37:52Z
id_323,Widowed,77,White,Less than 10000,Not str democrat,Catholic,3,2000-03-12T13:09:28Z
id_324,Divorced,32,White,$25000 or more,Independent,Catholic,5,2000-10-02T09:21:06Z
id_325,Divorced,51,White,Less than 10000,Not str democrat,Other,2,2000-02-25T17:19:24Z
id_326,Divorced,50,White,$25000 or more,Strong democrat,Protestant,3,2000-01-31T01:45:01Z
id_327,Separated,42,White,$25000 or more,Strong republican,None,2,2001-01-18T12:15:17Z
id_328,Never married,31,White,$25000 or more,Not str republican,Catholic,1,2000-01-31T11:49:33Z
id_329,Married,45,White,Less than 10000,Not str republican,Protestant,2,2000-05-21T13:54:52Z
id_330,Never married,18,White,Less than 10000,Independent,None,0,2000-12-18T15:24:20Z
id_331,Widowed,44,Black,$15000 - 19999,Not str democrat,Protestant,2,2000-08-31T15:16:48Z
id_332,Never married,35,Black,Less than 10000,Strong democrat,Protestant,3,2000-05-02T12:12:57Z
id_333,Never married,37,Black,Less than 10000,Strong democrat,Protestant,4,2000-10-14T18:17:52Z
id_334,Married,31,White,$25000 or more,Strong republican,Protestant,3,2000-11-18T23:49:06Z
id_335,Married,33,White,$10000 - 14999,Not str democrat,Protestant,2,2000-05-12T18:02:24Z
id_336,Married,56,White,$25000 or more,Not str republican,Protestant,3,2000-07-17T00:11:24Z
id_337,Never married,22,White,$15000 - 19999,Independent,Protestant,4,2000-09-29T23:13:00Z
id_338,Divorced,57,White,$20000 - 24999,Independent,Catholic,3,2000-09-09T12:05:27Z
id_339,Separated,44,White,$20000 - 24999,Independent,Protestant,2,2000-09-10T09:42:15Z
id_340,Married,21,White,Less than 10000,Strong republican,Protestant,3,2001-01-10T14:56:59Z
id_341,Married,37,White,$25000 or more,Not str democrat,Protestant,0,2000-06-18T12:31:14Z
id_342,Married,61,White,$10000 - 14999,Independent,Protestant,3,2000-03-02T10:20:13Z
id_343,Married,67,White,Less than 10000,Strong democrat,Protestant,6,2000-07-29T06:07:48Z
id_344,Never married,23,White,$15000 - 19999,Independent,Other,3,2000-04-10T02:31:47Z
id_345,Married,41,White,$10000 - 14999,Independent,None,2,2000-07-14T18:07:35Z
id_346,Divorced,47,White,$25000 or more,Strong democrat,Catholic,3,2000-06-02T05:27:08Z
id_347,Never married,40,White,Less than 10000,Strong democrat,Protestant,2,2001-01-12T15:14:00Z
id_348,Never married,22,White,Less than 10000,Independent,Protestant,1,2000-06-08T20:28:50Z
id_349,Never married,32,White,Less than 10000,Independent,Other,0,2000-04-11T15:10:20Z
id_350,Never married,26,White,$20000 - 24999,Independent,None,1,2000-09-02T20:31:52Z
id_351,Widowed,80,White,Less than 10000,Strong republican,Protestant,6,2000-03-08T16:51:16Z
id_352,Married,33,White,$15000 - 19999,Not str democrat,Catholic,1,2001-01-06T19:44:15Z
id_353,Never married,19,White,Less than 10000,Not str democrat,Protestant,2,2000-07-25T05:52:34Z
id_354,Divorced,56,White,$20000 - 24999,Strong republican,Catholic,1,2000-03-18T09:53:43Z
id_355,Married,57,White,$25000 or more,Strong republican,Protestant,2,2000-09-02T08:16:31Z
id_356,Never married,26,Other,$20000 - 24999,Independent,Catholic,2,2001-01-13T14:06:24Z
id_357,Married,37,White,$25000 or more,Not str republican,Catholic,4,2000-09-19T11:58:28Z
id_358,Married,63,White,$25000 or more,Not str republican,None,3,2000-06-20T01:14:34Z
id_359,Widowed,79,White,Less than 10000,Strong democrat,None,2,2000-05-16T01:44:52Z
id_360,Widowed,66,White,Less than 10000,Not str republican,Catholic,3,2000-11-19T10:22:05Z
id_361,Divorced,54,White,Less than 10000,Not str democrat,Protestant,5,2000-03-11T08:46:28Z
id_362,Married,73,White,Less than 10000,Independent,Protestant,2,2000-03-29T07:10:50Z
id_363,Widowed,81,White,Less than 10000,Strong democrat,Other,1,2000-12-11T22:26:17Z
id_364,Widowed,88,White,Less than 10000,Not str democrat,Protestant,1,2000-05-10T12:00:27Z
id_365,Widowed,83,White,Less than 10000,Not str republican,Protestant,3,2000-05-30T16:43:03Z
id_366,Married,49,White,$25000 or more,Strong republican,Protestant,1,2000-10-31T15:40:17Z
id_367,Married,42,White,$10000 - 14999,Not str republican,Catholic,2,2000-03-29T12:07:25Z
id_368,Married,48,White,Less than 10000,Independent,Catholic,5,2000-01-25T05:32:25Z
id_369,Married,36,White,$25000 or more,Not str republican,Protestant,1,2000-06-15T13:07:44Z
id_370,Married,43,White,$25000 or more,Strong democrat,Catholic,2,2000-07-13T13:37:49Z
id_371,Married,24,White,$15000 - 19999,Not str democrat,Catholic,2,2000-06-21T02:58:17Z
id_372,Married,56,White,Less than 10000,Strong democrat,Catholic,1,2000-05-23T04:43:05Z
id_373,Married,43,White,Less than 10000,Strong republican,Protestant,1,2000-11-30T20:40:29Z
id_374,Married,69,White,Less than 10000,Not str democrat,Protestant,3,2000-07-03T07:09:16Z
id_375,Divorced,19,White,Less than 10000,Independent,Other,0,2000-08-01T02:04:34Z
id_376,Never married,56,White,$25000 or more,Strong republican,Protestant,2,2001-01-05T11:53:07Z
id_377,Never married,22,White,$25000 or more,Not str democrat,Catholic,3,2000-10-28T05:29:51Z
id_378,Widowed,71,White,Less than 10000,Not str republican,Protestant,0,2000-04-04T04:15:19Z
id_379,Married,45,White,$25000 or more,Strong republican,Protestant,2,2000-05-10T17:52:08Z
id_380,Married,36,White,$10000 - 14999,Not str democrat,Protestant,1,2001-01-08T05:45:27Z
id_381,Never married,24,White,Less than 10000,Independent,Protestant,1,2000-08-19T19:14:52Z
id_382,Divorced,44,White,$10000 - 14999,Strong republican,Protestant,8,2000-10-23T04:33:37Z
id_383,Divorced,47,White,$10000 - 14999,Strong democrat,Catholic,1,2000-06-03T03:21:53Z
id_384,Married,45,White,$10000 - 14999,Not str democrat,Catholic,3,2000-10-26T06:05:05Z
id_385,Widowed,73,White,Less than 10000,Strong democrat,Catholic,5,2000-08-02T12:26:30Z
id_386,Married,79,White,Less than 10000,Not str republican,Protestant,2,2000-12-18T06:01:17Z
id_387,Married,38,White,$15000 - 19999,Not str republican,Protestant,1,2000-03-26T13:07:46Z
id_388,Divorced,44,White,$10000 - 14999,Independent,None,3,2000-05-01T00:29:31Z
id_389,Never married,30,White,$25000 or more,Not str republican,Catholic,1,2000-02-22T11:38:07Z
id_390,Married,34,White,$25000 or more,Independent,Protestant,4,2000-04-04T18:24:14Z
id_391,Married,61,White,$15000 - 19999,Strong democrat,Catholic,3,2001-01-10T08:19:23Z
id_392,Separated,44,Black,$10000 - 14999,Strong democrat,Protestant,3,2000-05-06T04:12:13Z
id_393,Married,45,White,Less than 10000,Not str republican,Protestant,1,2000-10-10T10:31:13Z
id_394,Married,61,White,Less than 10000,Not str democrat,Catholic,5,2000-11-01T06:58:02Z
id_395,Married,63,White,Less than 10000,Not str democrat,Protestant,5,2000-02-26T07:28:30Z
id_396,Never married,46,White,$25000 or more,Independent,Catholic,1,2000-04-15T10:05:05Z
id_397,Widowed,75,White,Less than 10000,Strong democrat,Catholic,5,2000-04-26T17:57:06Z
id_398,Widowed,85,White,Less than 10000,Strong democrat,Catholic,3,2000-02-24T17:11:00Z
id_399,Widowed,71,White,Less than 10000,Independent,Protestant,8,2000-03-01T21:14:26Z
id_400,Married,38,White,$10000 - 14999,Independent,Protestant,2,2001-01-15T12:30:26Z
id_401,Widowed,68,White,$10000 - 14999,Independent,Protestant,2,2001-01-13T14:59:11Z
id_402,Married,46,White,$10000 - 14999,Independent,Protestant,2,2000-03-08T21:29:10Z
id_403,Married,76,White,Less than 10000,Independent,Protestant,2,2000-12-15T01:43:29Z
id_404,Separated,37,Black,Less than 10000,Independent,Protestant,7,2000-08-16T15:43:15Z
id_405,Married,28,White,$20000 - 24999,Independent,Protestant,2,2000-06-11T11:06:30Z
id_406,Married,30,Black,$10000 - 14999,Independent,Protestant,3,2000-07-01T08:33:02Z
id_407,Never married,22,White,Less than 10000,Independent,Protestant,6,2000-10-03T07:23:53Z
id_408,Never married,40,White,$20000 - 24999,Strong republican,Protestant,1,2000-02-17T22:11:22Z
id_409,Married,73,White,Less than 10000,Independent,Protestant,4,2000-05-21T22:00:26Z
id_410,Married,42,White,Less than 10000,Not str republican,Protestant,2,2000-09-23T21:31:24Z
id_411,Married,44,White,$25000 or more,Not str republican,Protestant,1,2000-05-13T17:34:03Z
id_412,Widowed,80,White,Less than 10000,Strong republican,Protestant,4,2000-11-18T01:59:02Z
id_413,Never married,23,White,$10000 - 14999,Not str republican,Protestant,5,2000-04-06T11:33:25Z
id_414,Separated,37,White,$20000 - 24999,Strong republican,Protestant,2,2000-07-18T23:28:08Z
id_415,Married,31,White,$25000 or more,Strong republican,Protestant,1,2000-04-28T18:18:21Z
id_416,Never married,83,White,Less than 10000,Independent,Protestant,5,2000-03-29T00:13:06Z
id_417,Widowed,83,White,Less than 10000,Not str republican,Protestant,3,2000-12-31T15:44:33Z
id_418,Married,49,White,$25000 or more,Not str democrat,Protestant,7,2000-05-15T11:31:21Z
id_419,Married,66,White,$25000 or more,Strong republican,Protestant,2,2000-07-11T20:14:47Z
id_420,Separated,46,Black,$25000 or more,Not str republican,Protestant,3,2000-01-28T23:22:20Z
id_421,Separated,39,White,$15000 - 19999,Not str republican,Protestant,4,2000-08-06T02:22:10Z
id_422,Married,59,White,Less than 10000,Not str republican,Protestant,3,2000-09-10T12:29:29Z
id_423,Married,51,White,$25000 or more,Strong democrat,Protestant,1,2000-08-23T23:03:52Z
id_424,Widowed,88,White,Less than 10000,Strong republican,Protestant,2,2000-05-15T13:23:00Z
id_425,Never married,26,Black,Less than 10000,Independent,None,0,2000-12-09T21:02:01Z
id_426,Divorced,65,White,Less than 10000,Independent,Protestant,6,2000-09-03T22:31:35Z
id_427,Married,37,White,$25000 or more,Not str democrat,Catholic,3,2000-05-08T14:12:08Z
id_428,Never married,52,White,$10000 - 14999,Independent,Protestant,10,2000-06-08T19:28:31Z
id_429,Married,59,White,$25000 or more,Strong republican,Catholic,1,2000-03-17T11:05:55Z
id_430,Never married,21,White,Less than 10000,Independent,Catholic,5,2000-11-29T10:08:29Z
id_431,Divorced,84,White,Less than 10000,Independent,Protestant,7,2001-01-01T13:31:35Z
id_432,Widowed,86,White,Less than 10000,Independent,Protestant,3,2000-08-12T00:32:25Z
id_433,Divorced,72,White,Less than 10000,Independent,Protestant,4,2000-05-18T08:13:48Z
id_434,Divorced,89,White,Less than 10000,Not str republican,Protestant,3,2001-01-17T11:46:16Z
id_435,Widowed,76,White,Less than 10000,Strong democrat,Protestant,4,2000-04-13T16:08:29Z
id_436,Never married,31,White,$15000 - 19999,Not str democrat,Catholic,2,2000-08-29T23:11:45Z
id_437,Married,67,White,Less than 10000,Not str democrat,Protestant,2,2000-02-27T07:43:32Z
id_438,Married,31,White,$15000 - 19999,Independent,Protestant,2,2000-07-14T23:34:46Z
id_439,Married,53,White,$25000 or more,Not str democrat,Protestant,3,2000-02-24T03:01:03Z
id_440,Widowed,77,White,Less than 10000,Not str democrat,Protestant,2,2000-03-17T17:09:56Z
id_441,Married,45,White,$25000 or more,Strong republican,Protestant,1,2000-05-01T07:17:41Z
id_442,Married,39,White,Less than 10000,Not str democrat,Protestant,0,2000-08-19T10:13:12Z
id_443,Married,55,White,$25000 or more,Strong republican,Protestant,1,2000-10-12T12:48:20Z
id_444,Married,52,White,$25000 or more,Strong republican,Protestant,1,2000-03-19T07:25:16Z
id_445,Married,30,Black,$25000 or more,Not str democrat,Protestant,3,2000-11-30T20:32:18Z
id_446,Married,48,White,$15000 - 19999,Not str democrat,Protestant,1,2000-10-04T01:36:02Z
id_447,Never married,20,Black,Less than 10000,Independent,Protestant,1,2000-10-23T00:50:06Z
id_448,Married,86,White,Less than 10000,Strong republican,Protestant,3,2000-03-12T13:28:20Z
id_449,Never married,21,White,Less than 10000,Not str republican,Other,3,2000-05-28T18:39:28Z
id_450,Divorced,69,Black,Less than 10000,Independent,Protestant,12,2000-09-21T04:02:17Z
id_451,Widowed,80,Black,Less than 10000,Not str republican,Protestant,12,2000-07-28T10:44:35Z
id_452,Divorced,37,Black,Less than 10000,Strong democrat,Catholic,2,2000-05-25T18:08:40Z
id_453,Divorced,58,Black,Less than 10000,Independent,Protestant,6,2000-04-15T18:18:26Z
id_454,Married,47,Black,Less than 10000,Not str democrat,Protestant,6,2000-02-09T00:38:32Z
id_455,Married,79,White,Less than 10000,Strong republican,Protestant,2,2000-04-14T07:57:12Z
id_456,Married,19,White,$15000 - 19999,Independent,Protestant,1,2000-12-09T11:55:47Z
id_457,Never married,41,White,$25000 or more,Strong republican,Protestant,3,2000-11-10T20:34:39Z
id_458,Never married,32,White,Less than 10000,Independent,Protestant,3,2000-10-18T07:40:08Z
id_459,Divorced,42,White,Less than 10000,Not str republican,Catholic,0,2000-03-15T10:13:48Z
id_460,Divorced,50,White,$25000 or more,Not str democrat,None,1,2000-03-04T09:13:12Z
id_461,Never married,22,Other,Less than 10000,Independent,Protestant,2,2001-01-09T11:28:37Z
id_462,Married,44,Black,$20000 - 24999,Not str democrat,Protestant,4,2000-06-26T08:27:05Z
id_463,Widowed,76,White,Less than 10000,Not str democrat,Catholic,3,2000-07-06T13:24:27Z
id_464,Married,46,Black,$20000 - 24999,Strong democrat,Protestant,4,2000-03-19T05:27:50Z
id_465,Married,34,White,Less than 10000,Independent,Protestant,1,2000-08-19T19:34:05Z
id_466,Divorced,31,Other,$15000 - 19999,Independent,Protestant,1,2000-04-26T19:59:58Z
id_467,Married,39,White,$25000 or more,Strong republican,Protestant,2,2000-04-11T22:39:24Z
id_468,Never married,50,White,Less than 10000,Independent,None,0,2000-09-27T17:03:18Z
id_469,Divorced,50,White,Less than 10000,Strong democrat,Protestant,0,2000-05-01T06:03:39Z
id_470,Never married,35,White,$10000 - 14999,Strong democrat,None,1,2000-11-10T08:01:19Z
id_471,Separated,61,White,$20000 - 24999,Strong democrat,Catholic,2,2000-02-22T02:26:56Z
id_472,Never married,32,White,$15000 - 19999,Not str democrat,Protestant,1,2000-11-14T14:11:51Z
id_473,Married,35,White,$25000 or more,Not str democrat,None,3,2000-06-23T04:00:56Z
id_474,Married,39,White,$10000 - 14999,Strong democrat,Protestant,1,2000-10-21T09:11:57Z
id_475,Married,41,White,Less than 10000,Not str democrat,Protestant,2,2000-09-17T03:52:47Z
id_476,Married,34,White,Less than 10000,Not str republican,Protestant,4,2000-06-29T10:12:51Z
id_477,Married,47,White,Less than 10000,Strong republican,Protestant,1,2000-09-04T06:20:15Z
id_478,Married,40,White,$10000 - 14999,Not str democrat,Protestant,3,2000-01-18T21:34:23Z
id_479,Never married,42,White,Less than 10000,Not str republican,Catholic,5,2000-04-07T05:45:09Z
id_480,Married,43,White,$20000 - 24999,Not str republican,Protestant,1,2000-10-02T17:05:00Z
id_481,Divorced,76,White,Less than 10000,Strong democrat,Protestant,4,2000-04-06T11:30:28Z
id_482,Married,49,White,$20000 - 24999,Independent,Protestant,0,2000-11-11T15:04:45Z
id_483,Never married,35,Black,$25000 or more,Independent,Protestant,3,2000-05-10T08:53:00Z
id_484,Never married,29,White,Less than 10000,Strong republican,Protestant,2,2000-09-26T10:37:02Z
id_485,Never married,41,White,$25000 or more,Not str republican,Protestant,5,2000-12-25T02:09:22Z
id_486,Divorced,27,White,Less than 10000,Not str republican,Protestant,3,2000-03-01T02:29:38Z
id_487,Married,47,White,$25000 or more,Not str democrat,Protestant,3,2000-03-05T11:15:08Z
id_488,Married,51,White,Less than 10000,Strong democrat,Catholic,2,2000-09-22T23:00:14Z
id_489,Married,30,White,Less than 10000,Strong republican,Protestant,2,2000-06-23T17:22:12Z
id_490,Married,27,White,$25000 or more,Not str republican,Catholic,3,2000-11-19T02:51:49Z
id_491,Married,63,White,Less than 10000,Strong democrat,Catholic,6,2001-01-08T06:35:51Z
id_492,Married,58,White,$25000 or more,Strong democrat,Protestant,3,2000-02-13T12:39:38Z
id_493,Divorced,56,White,$25000 or more,Strong democrat,None,2,2000-07-05T00:14:19Z
id_494,Married,44,White,$25000 or more,Strong democrat,Protestant,12,2000-10-01T12:12:33Z
id_495,Married,21,White,$15000 - 19999,Independent,Catholic,3,2000-02-19T13:10:04Z
id_496,Married,30,White,Less than 10000,Independent,None,2,2001-01-16T03:30:20Z
id_497,Married,41,White,Less than 10000,Independent,Protestant,5,2000-04-20T08:42:25Z
id_498,Divorced,52,White,$25000 or more,Not str democrat,None,2,2000-02-05T20:37:52Z
id_499,Married,52,White,$25000 or more,Independent,Protestant,3,2000-09-25T22:09:49Z
id_500,Married,26,White,$25000 or more,Strong democrat,Protestant,2,2000-11-01T17:51:19Z
id_501,Separated,30,White,$25000 or more,Not str republican,Protestant,2,2000-05-27T03:33:40Z
id_502,Never married,21,Other,Less than 10000,Strong democrat,Catholic,2,2000-05-31T20:18:25Z
id_503,Never married,54,White,$25000 or more,Not str republican,Protestant,1,2000-05-02T19:22:23Z
id_504,Married,33,White,Less than 10000,Not str democrat,Protestant,0,2000-02-16T23:58:03Z
id_505,Married,42,White,Less than 10000,Independent,Catholic,3,2000-05-31T11:38:09Z
id_506,Married,27,White,Less than 10000,Not str democrat,Catholic,2,2000-03-23T21:09:32Z
id_507,Never married,28,White,Less than 10000,Strong democrat,Catholic,2,2000-08-01T22:10:53Z
id_508,Married,37,White,$25000 or more,Not str democrat,Catholic,1,2000-07-21T04:10:15Z
id_509,Married,39,White,$10000 - 14999,Not str democrat,Catholic,3,2000-12-29T14:40:26Z
id_510,Married,36,White,$10000 - 14999,Independent,Protestant,3,2000-05-22T15:39:06Z
id_511,Married,53,Other,Less than 10000,Not str democrat,Catholic,4,2000-07-06T19:31:52Z
id_512,Married,23,White,$10000 - 14999,Not str democrat,Catholic,2,2000-02-17T22:26:22Z
id_513,Divorced,39,White,$15000 - 19999,Not str democrat,None,0,2000-11-28T12:39:50Z
id_514,Married,61,White,$25000 or more,Independent,Protestant,5,2000-06-11T12:58:07Z
id_515,Separated,36,White,$25000 or more,Not str democrat,Catholic,3,2000-10-14T01:37:31Z
id_516,Married,41,Black,$10000 - 14999,Not str democrat,Protestant,2,2000-03-21T14:04:46Z
id_517,Married,36,Other,$25000 or more,Not str democrat,Catholic,2,2000-07-03T04:06:42Z
id_518,Separated,24,Other,Less than 10000,Not str democrat,Catholic,2,2000-10-26T14:57:50Z
id_519,Divorced,42,Other,Less than 10000,Not str republican,Catholic,6,2000-02-10T15:48:11Z
id_520,Married,43,Other,$20000 - 24999,Independent,Catholic,1,2000-11-12T01:09:41Z
id_521,Separated,27,Other,$25000 or more,Independent,Catholic,2,2000-05-07T22:43:17Z
id_522,Married,22,Other,Less than 10000,Not str democrat,Catholic,2,2000-05-31T04:45:21Z
id_523,Married,73,White,Less than 10000,Strong republican,Protestant,1,2000-05-11T23:05:03Z
id_524,Married,40,White,$25000 or more,Not str republican,Protestant,4,2000-02-01T09:44:35Z
id_525,Married,33,Other,Less than 10000,Strong democrat,None,2,2000-07-26T14:40:04Z
id_526,Married,78,White,Less than 10000,Strong republican,Protestant,4,2000-09-23T05:56:21Z
id_527,Divorced,39,White,$10000 - 14999,Independent,Protestant,0,2000-12-14T07:29:20Z
id_528,Married,59,White,$25000 or more,Strong republican,None,3,2000-01-28T01:42:43Z
id_529,Married,31,White,Less than 10000,Not str democrat,Catholic,2,2001-01-14T17:32:56Z
id_530,Married,50,White,$25000 or more,Independent,None,1,2000-05-08T14:03:01Z
id_531,Married,53,White,$25000 or more,Not str democrat,Protestant,2,2000-12-27T10:52:38Z
id_532,Married,42,White,Less than 10000,Not str republican,Protestant,1,2000-09-26T09:25:49Z
id_533,Married,60,White,$25000 or more,Not str republican,Protestant,2,2000-06-30T08:15:30Z
id_534,Never married,30,White,Less than 10000,Not str democrat,None,0,2000-11-12T13:25:46Z
id_535,Divorced,26,White,$20000 - 24999,Not str republican,Catholic,4,2000-02-02T04:26:47Z
id_536,Married,32,White,Less than 10000,Strong republican,Catholic,3,2000-10-15T05:08:23Z
id_537,Divorced,81,White,Less than 10000,Strong democrat,None,2,2000-05-25T08:38:15Z
id_538,Never married,37,White,$25000 or more,Not str republican,None,1,2000-11-17T05:37:29Z
id_539,Married,80,White,Less than 10000,Not str democrat,None,1,2000-08-01T17:40:52Z
id_540,Married,86,White,Less than 10000,Strong republican,Protestant,5,2000-04-28T05:05:31Z
id_541,Divorced,63,White,$10000 - 14999,Not str democrat,Protestant,3,2000-11-06T21:00:52Z
id_542,Divorced,45,White,$25000 or more,Strong republican,Other,2,2000-02-21T06:29:33Z
id_543,Married,60,White,$25000 or more,Strong republican,Protestant,3,2000-11-18T06:43:12Z
id_544,Married,56,Black,$25000 or more,Strong democrat,Protestant,1,2000-04-29T01:22:49Z
id_545,Married,50,White,$25000 or more,Independent,Protestant,3,2000-10-20T08:48:16Z
id_546,Married,43,Other,$20000 - 24999,Independent,Protestant,4,2001-01-05T14:36:06Z
id_547,Never married,28,White,$25000 or more,Not str republican,Protestant,1,2000-02-17T13:05:16Z
id_548,Married,24,White,$25000 or more,Strong republican,Protestant,2,2000-11-26T10:13:31Z
id_549,Married,32,White,$25000 or more,Not str republican,Protestant,1,2000-11-07T08:20:45Z
id_550,Married,25,White,$25000 or more,Independent,None,3,2000-06-07T16:51:01Z
id_551,Married,40,White,Less than 10000,Not str republican,None,1,2000-05-17T15:06:03Z
id_552,Never married,24,White,$10000 - 14999,Strong democrat,None,1,2000-04-02T17:40:01Z
id_553,Never married,25,White,$15000 - 19999,Independent,None,2,2000-08-14T02:56:34Z
id_554,Widowed,78,White,Less than 10000,Not str democrat,Catholic,2,2000-12-08T18:09:44Z
id_555,Never married,32,White,Less than 10000,Not str republican,Protestant,3,2000-07-30T14:29:38Z
id_556,Divorced,49,White,$25000 or more,Not str democrat,Catholic,4,2000-08-20T13:19:49Z
id_557,Never married,19,White,Less than 10000,Strong republican,Protestant,4,2000-09-18T09:18:10Z
id_558,Married,49,White,$20000 - 24999,Not str democrat,Catholic,4,2000-07-30T16:03:39Z
id_559,Never married,24,White,Less than 10000,Not str democrat,Protestant,3,2000-07-23T07:56:44Z
id_560,Never married,21,White,Less than 10000,Independent,None,4,2000-01-24T15:26:21Z
id_561,Married,40,White,$25000 or more,Not str democrat,Protestant,1,2000-02-05T04:34:12Z
id_562,Married,42,White,$15000 - 19999,Independent,Other,2,2000-12-23T20:54:07Z
id_563,Never married,40,White,$25000 or more,Independent,Protestant,2,2000-10-26T06:53:23Z
id_564,Widowed,80,White,Less than 10000,Strong democrat,Protestant,8,2000-04-01T07:46:39Z
id_565,Married,61,White,Less than 10000,Independent,None,8,2000-09-12T17:22:57Z
id_566,Never married,45,Black,Less than 10000,Strong democrat,Protestant,8,2000-09-14T00:10:19Z
id_567,Never married,19,White,$10000 - 14999,Not str democrat,Protestant,1,2000-06-11T09:23:40Z
id_568,Separated,30,White,Less than 10000,Not str republican,Other,3,2000-11-11T00:46:16Z
id_569,Widowed,71,Black,Less than 10000,Not str democrat,Protestant,12,2000-08-05T22:32:21Z
id_570,Married,45,White,$10000 - 14999,Not str republican,Protestant,2,2000-12-07T16:29:26Z
id_571,Divorced,45,White,$25000 or more,Not str democrat,None,2,2000-08-08T05:47:44Z
id_572,Divorced,56,White,$10000 - 14999,Strong democrat,Protestant,3,2000-12-15T08:12:43Z
id_573,Married,37,Black,Less than 10000,Independent,Catholic,4,2000-08-20T17:44:46Z
id_574,Married,29,White,Less than 10000,Not str democrat,None,4,2000-06-21T17:11:24Z
id_575,Married,48,White,$10000 - 14999,Independent,Catholic,6,2000-12-31T06:38:34Z
id_576,Widowed,77,White,Less than 10000,Strong republican,Protestant,8,2000-10-04T05:40:28Z
id_577,Never married,34,White,$15000 - 19999,Independent,None,2,2000-06-17T23:57:36Z
id_578,Married,23,White,Less than 10000,Not str republican,Catholic,2,2000-01-25T10:47:44Z
id_579,Married,43,White,$25000 or more,Independent,Protestant,2,2000-08-13T03:40:39Z
id_580,Married,72,White,Less than 10000,Strong republican,Protestant,1,2000-07-16T02:12:10Z
id_581,Never married,28,White,$20000 - 24999,Not str republican,Protestant,1,2000-12-05T07:45:29Z
id_582,Widowed,77,White,$10000 - 14999,Independent,Protestant,3,2000-11-11T05:35:00Z
id_583,Married,47,White,$25000 or more,Not str democrat,Protestant,2,2000-11-26T07:53:59Z
id_584,Married,41,White,Less than 10000,Not str republican,Protestant,2,2000-06-01T09:05:00Z
id_585,Divorced,73,White,Less than 10000,Not str democrat,Protestant,10,2000-12-03T14:15:41Z
id_586,Married,40,Black,Less than 10000,Strong republican,Protestant,2,2000-03-14T02:50:24Z
id_587,Married,37,Other,$25000 or more,Strong republican,Catholic,3,2000-04-30T20:55:09Z
id_588,Widowed,85,White,Less than 10000,Independent,Protestant,3,2000-09-18T17:49:25Z
id_589,Never married,39,White,$25000 or more,Not str republican,Protestant,1,2001-01-10T10:49:22Z
id_590,Separated,56,White,Less than 10000,Independent,Protestant,0,2000-08-19T00:16:17Z
id_591,Separated,38,White,Less than 10000,Independent,Protestant,3,2000-07-29T11:03:10Z
id_592,Married,28,White,$15000 - 19999,Strong democrat,Catholic,8,2000-02-09T23:23:47Z
id_593,Never married,29,Black,$20000 - 24999,Strong democrat,Protestant,2,2001-01-07T09:31:22Z
id_594,Never married,50,White,Less than 10000,Strong democrat,Protestant,1,2000-03-02T17:38:54Z
id_595,Never married,45,White,$25000 or more,Not str republican,Protestant,4,2000-02-20T01:40:07Z
id_596,Separated,45,Black,Less than 10000,Strong democrat,Protestant,1,2000-12-06T02:07:03Z
id_597,Married,44,Black,Less than 10000,Strong democrat,Protestant,8,2000-07-22T19:00:47Z
